date,kota_administrasi,kecamatan,kelurahan,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,jumlah_luka_ringan,ketinggian_min,ketinggian_max
30/01/2019,Jakarta Barat,KEC. CENGKARENG,KEL. KEDAUNG KALI ANGKE,1,3,0,0,0,15,20
25/01/2019,Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. WIJAYA KUSUMA,1,1,0,0,0,10,20
25/01/2019,Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. JELAMBAR BARU,5,8,0,0,0,10,30
25/01/2019,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,3,7,0,0,0,15,20
12/1/2019,Jakarta Barat,KEC. PALMERAH,KEL. JATI PULO,1,1,0,0,0,40,40
12/1/2019,Jakarta Barat,KEC. PALMERAH,KEL. KOTA BAMBU UTARA,1,1,0,0,0,20,20
13/01/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATIPADANG,1,3,65,240,0,30,60
8/1/2019,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,2,4,70,213,0,10,30
30/01/2019,Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,2,2,0,0,0,15,30
9/10/2019,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,1,2,0,0,0,10,30
9/10/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,4,6,0,0,0,60,100
9/10/2019,Jakarta Selatan,KEC. PANCORAN,KEL. PENGADEGAN,1,1,0,0,0,30,30
9/10/2019,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,5,22,318,1034,0,10,60
9/10/2019,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,2,4,73,169,0,20,40
9/10/2019,Jakarta Timur,KEC. MAKASAR,KEL. BALEKAMBANG,1,2,0,0,0,10,40
9/10/2019,Jakarta Timur,KEC. MAKASAR,KEL. CAWANG,2,5,0,0,0,30,100
27/04/2019,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. CIPETE UTARA,1,3,0,0,0,30,90
2/4/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,5,1,0,0,0,20,50
24/04/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. PEJATEN TIMUR,4,7,380,875,0,100,220
24/04/2019,Jakarta Selatan,KEC. PANCORAN,KEL. PENGADEGAN,3,4,167,639,539,10,250
26/04/2019,Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,3,7,0,0,0,30,100
26/04/2019,Jakarta Selatan,KEC. PANCORAN,KEL. CIKOKO,1,1,0,0,0,20,30
24/04/2019,Jakarta Selatan,KEC. TEBET,KEL. KEBON BARU,1,3,0,7,7,10,50
24/04/2019,Jakarta Selatan,KEC. TEBET,KEL. MANGGARAI,1,2,0,0,0,50,100
26/04/2019,Jakarta Selatan,KEC. JAGAKARSA,KEL. LENTENG AGUNG,1,1,0,0,0,30,50
26/04/2019,Jakarta Selatan,KEC. JAGAKARSA,KEL. SRENGSENG SAWAH,1,2,0,0,0,30,30
30/04/2019,Jakarta Selatan,KEC. JAGAKARSA,KEL. JAGAKARSA,1,1,0,0,0,10,20
27/04/2019,Jakarta Selatan,KEC. MAMPANG PRAPATAN,KEL. BANGKA,1,1,0,0,0,35,70
27/04/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,2,4,0,0,0,10,60
30/04/2019,Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,1,1,0,0,0,10,20
27/04/2019,Jakarta Selatan,KEC. CILANDAK,KEL. PONDOK LABU,1,2,0,0,0,10,50
2/4/2019,Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,3,11,0,0,0,20,60
2/4/2019,Jakarta Timur,KEC. MAKASAR,KEL. KEBON PALA,11,51,0,0,0,10,50
30/04/2019,Jakarta Timur,KEC. MAKASAR,KEL. MAKASAR,3,13,0,0,24,10,100
5/4/2019,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,5,30,738,2312,1137,10,250
24/04/2019,Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,9,34,1127,3496,390,20,220
24/04/2019,Jakarta Timur,KEC. KRAMAT JATI,KEL. CAWANG,7,20,459,1384,1084,10,150
24/04/2019,Jakarta Timur,KEC. KRAMAT JATI,KEL. BALEKAMBANG,4,8,0,0,0,30,70
24/04/2019,Jakarta Timur,KEC. KRAMAT JATI,KEL. CILILITAN,5,16,0,0,60,20,170
27/04/2019,Jakarta Timur,KEC. MATRAMAN,KEL. KEBON MANGGIS,1,3,0,0,0,10,20
28/04/2019,Jakarta Timur,KEC. CIRACAS,KEL. CIBUBUR,3,10,0,0,0,10,20
28/04/2019,Jakarta Timur,KEC. CIRACAS,KEL. KELAPA DUA WETAN,1,2,0,0,0,10,30
30/04/2019,Jakarta Timur,KEC. CIRACAS,KEL. RAMBUTAN,3,7,0,0,150,20,40
26/03/2019,Jakarta Pusat,KEC. SENEN,KEL. KRAMAT,1,1,0,0,0,20,20
5/3/2019,Jakarta Utara,KEC. CILINCING,KEL. SEMPER TIMUR,2,6,0,0,0,10,10
5/3/2019,Jakarta Utara,KEC. CILINCING,KEL. KALIBARU,3,3,0,0,0,30,30
5/3/2019,Jakarta Utara,KEC. CILINCING,KEL. CILINCING,2,4,0,0,0,30,30
5/3/2019,Jakarta Utara,KEC. CILINCING,KEL. ROROTAN,1,1,0,0,0,50,50
5/3/2019,Jakarta Utara,KEC. KELAPA GADING,KEL. PEGANGSAAN DUA,1,1,0,0,0,30,30
5/3/2019,Jakarta Utara,KEC. KOJA,KEL. RAWA BADAK SELATAN,3,4,0,0,0,10,10
5/3/2019,Jakarta Utara,KEC. PADEMANGAN,KEL. ANCOL,3,3,0,0,0,25,25
5/3/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. PLUIT,3,7,0,0,0,40,40
5/3/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. PEJAGALAN,2,2,0,0,0,15,15
5/3/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. PENJARINGAN,1,2,0,0,0,30,30
5/3/2019,Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA,1,1,0,0,0,50,50
5/3/2019,Jakarta Utara,KEC. TANJUNG PRIOK,KEL. WARAKAS,1,4,0,0,0,50,50
5/3/2019,Jakarta Utara,KEC. TANJUNG PRIOK,KEL. KEBON BAWANG,1,1,0,0,0,10,10
5/3/2019,Jakarta Utara,KEC. TANJUNG PRIOK,KEL. SUNGAI BAMBU,1,1,0,0,0,15,15
5/3/2019,Jakarta Utara,KEC. TANJUNG PRIOK,KEL. TANJUNG PRIOK,7,7,0,0,0,20,20
5/3/2019,Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA UTARA,4,8,0,0,0,15,15
5/3/2019,Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA SELATAN,1,1,0,0,0,25,25
5/3/2019,Jakarta Barat,KEC. KEBON JERUK,KEL. DURI KEPA,7,8,0,0,0,20,20
5/3/2019,Jakarta Barat,KEC. CENGKARENG,KEL. KEDAUNG KALI ANGKE,8,24,29,85,85,40,40
5/3/2019,Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,4,19,0,0,0,20,20
5/3/2019,Jakarta Barat,KEC. CENGKARENG,KEL. CENGKARENG TIMUR,7,44,0,0,0,10,10
5/3/2019,Jakarta Barat,KEC. CENGKARENG,KEL. CENGKARENG BARAT,5,13,0,0,0,50,50
5/3/2019,Jakarta Barat,KEC. CENGKARENG,KEL. KAPUK,12,24,0,0,0,15,15
5/3/2019,Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. JELAMBAR BARU,8,8,0,0,0,20,20
5/3/2019,Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. JELAMBAR,3,3,0,0,0,30,30
5/3/2019,Jakarta Barat,KEC. KALIDERES,KEL. TEGAL ALUR,3,10,0,0,0,15,15
5/3/2019,Jakarta Barat,KEC. KEMBANGAN,KEL. JOGLO,1,1,0,0,0,15,15
5/3/2019,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,2,6,0,0,0,30,30
5/3/2019,Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN SELATAN,1,1,0,0,0,20,20
5/3/2019,Jakarta Barat,KEC. TAMBORA,KEL. JEMBATAN LIMA,1,2,0,0,0,40,40
2/3/2019,Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,1,1,0,0,0,10,30
31/03/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. CILANDAK TIMUR,1,1,0,0,0,80,80
31/03/2019,Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,1,2,0,0,0,10,60
31/03/2019,Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,1,4,0,0,0,60,60
31/03/2019,Jakarta Selatan,KEC. CILANDAK,KEL. PONDOK LABU,1,1,0,0,0,10,30
2/3/2019,Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,4,24,286,925,0,10,100
1/1/2020,Jakarta Barat,KALIDERES,TEGAL ALUR,5,5,302,1208,1208,31,150
1/1/2020,Jakarta Barat,KEBON JERUK,DURI KEPA,7,7,60,130,130,31,70
1/1/2020,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,3,3,9,36,36,10,150
1/1/2020,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,3,3,309,1238,1238,31,100
1/1/2020,Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,7,7,0,0,0,10,140
18/01/2020,Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,4,7,0,0,0,30,100
18/01/2020,Jakarta Barat,KEBON JERUK,KELAPA DUA,1,1,0,0,0,60,60
1/1/2020,Jakarta Barat,KEMBANGAN,JOGLO,2,2,0,0,0,31,150
1/1/2020,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,8,8,177,710,710,31,120
1/1/2020,Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,9,9,240,961,961,30,90
1/1/2020,Jakarta Barat,KEMBANGAN,MERUYA SELATAN,1,1,0,0,0,80,80
1/1/2020,Jakarta Barat,KEMBANGAN,MERUYA UTARA,2,2,0,0,0,31,70
1/1/2020,Jakarta Barat,KEMBANGAN,SRENGSENG,2,2,4,15,15,71,150
1/1/2020,Jakarta Barat,PALMERAH,JATI PULO,5,5,0,0,0,10,30
1/1/2020,Jakarta Barat,PALMERAH,KEMANGGISAN,6,6,0,0,0,31,150
1/1/2020,Jakarta Barat,PALMERAH,KOTA BAMBU SELATAN,1,1,0,0,0,31,150
1/1/2020,Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,5,5,0,0,0,10,70
1/1/2020,Jakarta Barat,PALMERAH,PALMERAH,4,4,0,0,0,31,70
1/1/2020,Jakarta Barat,PALMERAH,SLIPI,3,3,0,0,0,31,70
1/1/2020,Jakarta Selatan,CILANDAK,CILANDAK BARAT,2,2,75,300,300,71,180
1/1/2020,Jakarta Selatan,CILANDAK,CIPETE SELATAN,1,1,16,65,65,10,30
1/1/2020,Jakarta Selatan,CILANDAK,LEBAK BULUS,2,2,23,91,91,31,70
1/1/2020,Jakarta Selatan,CILANDAK,PONDOK LABU,6,6,33,134,134,31,70
1/1/2020,Jakarta Selatan,JAGAKARSA,JAGAKARSA,2,2,87,235,235,31,70
1/1/2020,Jakarta Selatan,JAGAKARSA,TANJUNG BARAT,3,3,0,0,0,31,70
1/1/2020,Jakarta Selatan,JAGAKARSA,CIGANJUR,3,5,37,150,150,30,100
1/1/2020,Jakarta Selatan,JAGAKARSA,SRENGSENG SAWAH,1,1,91,372,372,10,30
1/1/2020,Jakarta Selatan,JAGAKARSA,LENTENG AGUNG,4,4,122,507,507,10,30
1/1/2020,Jakarta Selatan,JAGAKARSA,CIPEDAK,1,1,43,175,175,10,30
1/1/2020,Jakarta Selatan,KEBAYORAN BARU,GUNUNG,2,2,10,40,40,71,150
1/1/2020,Jakarta Selatan,KEBAYORAN BARU,KRAMAT PELA,3,22,13,52,52,71,150
1/1/2020,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,3,3,0,0,0,71,150
1/1/2020,Jakarta Selatan,KEBAYORAN BARU,PULO,2,2,4,16,16,30,150
1/1/2020,Jakarta Selatan,KEBAYORAN BARU,RAWA BARAT,1,1,24,99,99,71,150
1/1/2020,Jakarta Selatan,KEBAYORAN BARU,CIPETE UTARA,8,8,57,231,231,10,70
1/1/2020,Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,6,6,170,675,675,30,150
1/1/2020,Jakarta Selatan,KEBAYORAN LAMA,GROGOL SELATAN,2,2,62,250,250,31,70
1/1/2020,Jakarta Selatan,KEBAYORAN LAMA,GROGOL UTARA,3,13,0,0,0,20,60
1/1/2020,Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,1,1,24,55,55,71,150
1/1/2020,Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,1,1,175,700,700,31,70
1/1/2020,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,2,2,240,962,962,31,150
1/1/2020,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,4,4,260,1041,1041,31,150
1/1/2020,Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,5,5,50,816,816,71,150
1/1/2020,Jakarta Selatan,MAMPANG PRAPATAN,MAMPANG PRAPATAN,2,2,200,797,797,31,150
1/1/2020,Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,4,4,274,1099,1099,10,150
1/1/2020,Jakarta Selatan,MAMPANG PRAPATAN,TEGAL PARANG,5,5,264,1058,1058,31,150
1/1/2020,Jakarta Selatan,PANCORAN,CIKOKO,1,1,36,147,147,71,150
1/1/2020,Jakarta Selatan,PANCORAN,KALIBATA,7,7,885,3615,3615,31,200
1/1/2020,Jakarta Selatan,PANCORAN,PANCORAN,2,2,83,335,335,10,30
1/1/2020,Jakarta Selatan,PANCORAN,PENGADEGAN,2,2,385,1540,1540,71,200
1/1/2020,Jakarta Selatan,PANCORAN,RAWAJATI,2,2,101,405,405,10,70
1/1/2020,Jakarta Selatan,PANCORAN,DUREN TIGA,3,3,86,345,345,10,30
1/1/2020,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,2,2,110,440,440,71,175
1/1/2020,Jakarta Selatan,PASAR MINGGU,JATI PADANG,10,38,198,781,781,31,70
1/1/2020,Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,7,7,46,185,185,120,120
1/1/2020,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,4,4,0,0,0,31,200
24/01/2020,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,1,1,0,0,0,60,80
1/1/2020,Jakarta Selatan,PESANGGRAHAN,BINTARO,3,3,149,596,150,71,150
1/1/2020,Jakarta Selatan,PESANGGRAHAN,PETUKANGAN UTARA,1,1,38,150,240,71,150
1/1/2020,Jakarta Selatan,PESANGGRAHAN,ULUJAMI,5,5,80,321,321,71,200
18/01/2020,Jakarta Selatan,PESANGGRAHAN,PETUKANGAN SELATAN,1,1,0,0,0,60,80
1/1/2020,Jakarta Selatan,SETIABUDI,GUNTUR,1,1,6,25,25,31,70
1/1/2020,Jakarta Selatan,SETIABUDI,KARET SEMANGGI,4,4,82,325,325,71,150
1/1/2020,Jakarta Selatan,SETIABUDI,KUNINGAN TIMUR,1,1,67,269,269,31,70
1/1/2020,Jakarta Selatan,TEBET,MANGGARAI,6,6,67,256,256,31,150
1/1/2020,Jakarta Selatan,TEBET,MANGGARAI SELATAN,1,1,0,0,0,71,150
1/1/2020,Jakarta Selatan,TEBET,BUKIT DURI,4,4,71,228,228,71,200
1/1/2020,Jakarta Selatan,TEBET,KEBON BARU,6,6,437,1750,1750,15,100
1/1/2020,Jakarta Timur,CAKUNG,CAKUNG BARAT,5,7,212,850,850,31,150
2/1/2020,Jakarta Timur,CAKUNG,CAKUNG TIMUR,12,12,160,658,658,10,70
1/1/2020,Jakarta Timur,CAKUNG,PENGGILINGAN,3,3,0,0,0,10,30
1/1/2020,Jakarta Timur,CAKUNG,RAWA TERATE,2,3,48,195,195,10,200
1/1/2020,Jakarta Timur,CAKUNG,UJUNG MENTENG,1,3,23,70,0,31,70
1/1/2020,Jakarta Timur,CAKUNG,JATINEGARA,10,10,38,150,150,10,30
1/1/2020,Jakarta Timur,CIPAYUNG,BAMBU APUS,4,9,12,48,48,31,150
1/1/2020,Jakarta Timur,CIPAYUNG,CEGER,3,3,20,80,80,31,70
1/1/2020,Jakarta Timur,CIPAYUNG,CIPAYUNG,4,7,64,190,0,31,150
1/1/2020,Jakarta Timur,CIPAYUNG,LUBANG BUAYA,2,5,0,0,0,71,150
1/1/2020,Jakarta Timur,CIPAYUNG,SETU,5,10,25,47,47,71,150
1/1/2020,Jakarta Timur,CIRACAS,CIBUBUR,3,3,5,20,0,10,70
1/1/2020,Jakarta Timur,CIRACAS,KELAPA DUA WETAN,6,10,105,335,0,10,150
1/1/2020,Jakarta Timur,CIRACAS,RAMBUTAN,4,4,15,65,65,31,200
1/1/2020,Jakarta Timur,CIRACAS,SUSUKAN,1,7,467,1868,60,20,70
1/1/2020,Jakarta Timur,DUREN SAWIT,KLENDER,10,32,118,470,470,10,150
1/1/2020,Jakarta Timur,DUREN SAWIT,MALAKA JAYA,1,1,55,220,0,71,150
1/1/2020,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,1,1,69,274,274,31,150
1/1/2020,Jakarta Timur,DUREN SAWIT,PONDOK KELAPA,5,16,116,465,465,71,170
1/1/2020,Jakarta Timur,DUREN SAWIT,PONDOK KOPI,2,3,90,220,0,10,30
1/1/2020,Jakarta Timur,JATINEGARA,BIDARA CINA,10,36,1124,3577,1579,31,200
1/1/2020,Jakarta Timur,JATINEGARA,CIPINANG BESAR SELATAN,2,10,50,279,308,71,150
1/1/2020,Jakarta Timur,JATINEGARA,CIPINANG MUARA,7,16,536,932,550,10,150
1/1/2020,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,8,30,802,2556,1778,10,350
1/1/2020,Jakarta Timur,JATINEGARA,RAWA BUNGA,3,29,1140,4560,0,31,70
1/1/2020,Jakarta Timur,KRAMAT JATI,BALE KAMBANG,3,7,57,177,212,31,150
1/1/2020,Jakarta Timur,KRAMAT JATI,BATU AMPAR,6,15,6,24,130,31,150
1/1/2020,Jakarta Timur,KRAMAT JATI,CAWANG,6,6,375,1500,2001,71,200
1/1/2020,Jakarta Timur,KRAMAT JATI,CILILITAN,5,5,15,58,58,71,200
1/1/2020,Jakarta Timur,KRAMAT JATI,DUKUH,6,26,325,1119,566,31,150
2/1/2020,Jakarta Timur,KRAMAT JATI,TENGAH,10,10,0,0,2015,10,150
1/1/2020,Jakarta Timur,KRAMAT JATI,KRAMAT JATI,5,5,87,346,1839,31,150
1/1/2020,Jakarta Timur,MAKASAR,CIPINANG MELAYU,10,14,745,2806,2738,10,220
1/1/2020,Jakarta Timur,MAKASAR,HALIM PERDANA KUSUMA,1,2,75,300,1943,71,150
1/1/2020,Jakarta Timur,MAKASAR,KEBON PALA,6,22,53,209,279,31,70
1/1/2020,Jakarta Timur,MAKASAR,MAKASAR,4,11,556,2220,1350,31,150
1/1/2020,Jakarta Timur,MAKASAR,PINANG RANTI,3,4,31,120,227,31,70
1/1/2020,Jakarta Timur,MATRAMAN,KEBON MANGGIS,2,9,309,949,537,71,150
1/1/2020,Jakarta Timur,MATRAMAN,PISANGAN BARU,2,2,300,1200,0,31,70
1/1/2020,Jakarta Timur,MATRAMAN,UTAN KAYU SELATAN,5,5,0,0,0,31,70
1/1/2020,Jakarta Timur,PASAR REBO,CIJANTUNG,3,3,103,207,0,31,70
1/1/2020,Jakarta Timur,PASAR REBO,PEKAYON,2,2,0,0,0,10,30
1/1/2020,Jakarta Timur,PASAR REBO,GEDONG,3,3,25,100,100,100,150
1/1/2020,Jakarta Timur,PULOGADUNG,CIPINANG,7,29,1099,2700,0,31,70
1/1/2020,Jakarta Timur,PULOGADUNG,JATI,1,2,21,84,0,31,70
1/1/2020,Jakarta Timur,PULOGADUNG,KAYU PUTIH,6,6,577,2310,2310,71,150
23/02/2020,Jakarta Pusat,JOHAR BARU,JOHAR BARU,2,2,0,0,0,30,50
23/02/2020,Jakarta Pusat,JOHAR BARU,KAMPUNG RAWA,1,2,0,0,0,20,20
23/02/2020,Jakarta Pusat,JOHAR BARU,TANAH TINGGI,1,1,0,0,0,30,30
2/2/2020,Jakarta Pusat,KEMAYORAN,GUNUNG SAHARI SELATAN,2,2,0,0,0,20,100
23/02/2020,Jakarta Pusat,KEMAYORAN,SERDANG,2,2,0,0,0,30,30
23/02/2020,Jakarta Pusat,KEMAYORAN,CEMPAKA BARU,2,7,0,0,0,20,50
23/02/2020,Jakarta Pusat,KEMAYORAN,KEMAYORAN,1,1,0,0,0,20,20
25/02/2020,Jakarta Pusat,KEMAYORAN,KEBON KOSONG,10,10,0,0,0,10,50
25/02/2020,Jakarta Pusat,KEMAYORAN,SUMUR BATU,1,1,0,0,0,10,50
8/2/2020,Jakarta Pusat,SAWAH BESAR,PASAR BARU,4,6,0,0,450,10,40
23/02/2020,Jakarta Pusat,SAWAH BESAR,KARANG ANYAR,1,1,0,0,0,20,20
25/02/2020,Jakarta Pusat,SAWAH BESAR,MANGGA DUA SELATAN,1,1,0,0,0,30,30
25/02/2020,Jakarta Pusat,SAWAH BESAR,GUNUNG SAHARI UTARA,2,2,0,0,0,30,30
8/2/2020,Jakarta Pusat,TANAH ABANG,BENDUNGAN HILIR,5,12,0,0,0,10,60
22/02/2020,Jakarta Pusat,TANAH ABANG,KARET TENGSIN,2,2,0,0,475,40,80
22/02/2020,Jakarta Pusat,TANAH ABANG,PETAMBURAN,2,10,0,0,1368,10,120
23/02/2020,Jakarta Pusat,TANAH ABANG,KEBON MELATI,2,2,0,0,0,35,50
20/02/2020,Jakarta Pusat,SENEN,KRAMAT,3,3,0,0,0,10,50
23/02/2020,Jakarta Pusat,SENEN,KENARI,1,1,0,0,0,20,20
20/02/2020,Jakarta Pusat,MENTENG,KEBON SIRIH,3,3,0,0,50,20,90
23/02/2020,Jakarta Pusat,MENTENG,MENTENG,3,3,0,0,0,10,60
23/02/2020,Jakarta Pusat,CEMPAKA PUTIH,RAWASARI,1,2,0,0,0,20,30
23/02/2020,Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,4,4,0,0,0,30,30
8/2/2020,Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3,3,0,0,0,20,30
25/02/2020,Jakarta Pusat,GAMBIR,KEBON KELAPA,1,1,0,0,0,20,20
8/2/2020,Jakarta Utara,TANJUNG PRIOK,SUNTER JAYA,3,3,0,0,0,10,30
8/2/2020,Jakarta Utara,TANJUNG PRIOK,WARAKAS,3,3,0,0,0,20,20
8/2/2020,Jakarta Utara,TANJUNG PRIOK,TANJUNG PRIOK,2,2,0,0,0,10,30
8/2/2020,Jakarta Utara,TANJUNG PRIOK,KEBON BAWANG,2,2,0,0,0,10,30
8/2/2020,Jakarta Utara,KELAPA GADING,KELAPA GADING BARAT,5,5,0,0,0,10,45
8/2/2020,Jakarta Utara,KELAPA GADING,KELAPA GADING TIMUR,13,13,65,271,271,30,40
23/02/2020,Jakarta Utara,KELAPA GADING,PEGANGSAAN DUA,9,9,44,182,182,20,70
8/2/2020,Jakarta Utara,KOJA,TUGU SELATAN,9,12,22,192,138,10,80
8/2/2020,Jakarta Utara,KOJA,TUGU UTARA,5,5,0,0,0,15,60
1/1/2020,Jakarta Pusat,JOHAR BARU,JOHAR BARU,4,4,35,140,140,10,30
1/1/2020,Jakarta Pusat,KEMAYORAN,GUNUNG SAHARI SELATAN,4,4,0,0,0,10,70
1/1/2020,Jakarta Pusat,KEMAYORAN,SERDANG,4,4,0,0,0,10,30
